GO	GO_Desc	Count
GO:0005546	phosphatidylinositol-4,5-bisphosphate binding	2
GO:0008094	ATP-dependent activity, acting on DNA	2
GO:0008121	ubiquinol-cytochrome-c reductase activity	2
GO:0008175	tRNA methyltransferase activity	2
GO:0008176	tRNA (guanine(46)-N7)-methyltransferase activity	2
GO:0008177	succinate dehydrogenase (quinone) activity	2
GO:0008184	glycogen phosphorylase activity	2
GO:0008235	metalloexopeptidase activity	2
GO:0008239	dipeptidyl-peptidase activity	2
GO:0008242	omega peptidase activity	2
GO:0008253	5'-nucleotidase activity	2
GO:0008296	3'-5'-DNA exonuclease activity	2
GO:0008308	voltage-gated monoatomic anion channel activity	2
GO:0008318	protein prenyltransferase activity	2
GO:0008330	protein tyrosine/threonine phosphatase activity	2
GO:0008417	fucosyltransferase activity	2
GO:0008428	ribonuclease inhibitor activity	2
GO:0008444	CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity	2
GO:0008453	alanine-glyoxylate transaminase activity	2
GO:0008460	dTDP-glucose 4,6-dehydratase activity	2
GO:0008477	purine nucleosidase activity	2
GO:0008479	tRNA-guanosine(34) queuine transglycosylase activity	2
GO:0008482	sulfite oxidase activity	2
GO:0008526	phosphatidylinositol transfer activity	2
GO:0008531	riboflavin kinase activity	2
GO:0008534	oxidized purine nucleobase lesion DNA N-glycosylase activity	2
GO:0008649	rRNA methyltransferase activity	2
GO:0008784	alanine racemase activity	2
GO:0008792	arginine decarboxylase activity	2
GO:0008835	diaminohydroxyphosphoribosylaminopyrimidine deaminase activity	2
GO:0008840	4-hydroxy-tetrahydrodipicolinate synthase activity	2
GO:0008863	formate dehydrogenase (NAD+) activity	2
GO:0008897	holo-[acyl-carrier-protein] synthase activity	2
GO:0008934	inositol monophosphate 1-phosphatase activity	2
GO:0008942	nitrite reductase [NAD(P)H] activity	2
GO:0008964	phosphoenolpyruvate carboxylase activity	2
GO:0008970	phospholipase A1 activity	2
GO:0009001	serine O-acetyltransferase activity	2
GO:0009378	four-way junction helicase activity	2
GO:0009678	diphosphate hydrolysis-driven proton transmembrane transporter activity	2
GO:0009882	blue light photoreceptor activity	2
GO:0009922	fatty acid elongase activity	2
GO:0009927	histidine phosphotransfer kinase activity	2
GO:0010242	oxygen evolving activity	2
GO:0010997	anaphase-promoting complex binding	2
GO:0015020	glucuronosyltransferase activity	2
GO:0015104	antimonite transmembrane transporter activity	2
GO:0015105	arsenite transmembrane transporter activity	2
GO:0015112	nitrate transmembrane transporter activity	2
GO:0015165	pyrimidine nucleotide-sugar transmembrane transporter activity	2
GO:0015276	ligand-gated monoatomic ion channel activity	2
GO:0016157	sucrose synthase activity	2
GO:0016208	AMP binding	2
GO:0016297	fatty acyl-[ACP] hydrolase activity	2
GO:0016308	1-phosphatidylinositol-4-phosphate 5-kinase activity	2
GO:0016531	copper chaperone activity	2
GO:0016597	amino acid binding	2
GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	2
GO:0016668	oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor	2
GO:0016715	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen	2
GO:0016743	carboxyl- or carbamoyltransferase activity	2
GO:0016765	transferase activity, transferring alkyl or aryl (other than methyl) groups	2
GO:0016780	phosphotransferase activity, for other substituted phosphate groups	2
GO:0016799	hydrolase activity, hydrolyzing N-glycosyl compounds	2
GO:0016830	carbon-carbon lyase activity	2
GO:0016831	carboxy-lyase activity	2
GO:0016833	oxo-acid-lyase activity	2
GO:0016860	intramolecular oxidoreductase activity	2
GO:0016891	RNA endonuclease activity, producing 5'-phosphomonoesters	2
GO:0016899	oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor	2
GO:0016906	sterol 3-beta-glucosyltransferase activity	2
GO:0016971	flavin-dependent sulfhydryl oxidase activity	2
GO:0016972	thiol oxidase activity	2
GO:0016984	ribulose-bisphosphate carboxylase activity	2
GO:0016992	lipoate synthase activity	2
GO:0017017	MAP kinase tyrosine/serine/threonine phosphatase activity	2
GO:0017070	U6 snRNA binding	2
GO:0019136	deoxynucleoside kinase activity	2
GO:0019148	D-cysteine desulfhydrase activity	2
GO:0019156	isoamylase activity	2
GO:0019203	carbohydrate phosphatase activity	2
GO:0019239	deaminase activity	2
GO:0019781	NEDD8 activating enzyme activity	2
GO:0019784	deNEDDylase activity	2
GO:0019788	NEDD8 transferase activity	2
GO:0019894	kinesin binding	2
GO:0019903	protein phosphatase binding	2
GO:0019948	SUMO activating enzyme activity	2
GO:0030248	cellulose binding	2
GO:0030337	DNA polymerase processivity factor activity	2
GO:0030941	chloroplast targeting sequence binding	2
GO:0030942	endoplasmic reticulum signal peptide binding	2
GO:0031071	cysteine desulfurase activity	2
GO:0031072	heat shock protein binding	2
GO:0031492	nucleosomal DNA binding	2
GO:0032182	ubiquitin-like protein binding	2
GO:0032451	demethylase activity	2
GO:0033550	MAP kinase tyrosine phosphatase activity	2
GO:0033743	peptide-methionine (R)-S-oxide reductase activity	2
GO:0033819	lipoyl(octanoyl) transferase activity	2
GO:0034039	8-oxo-7,8-dihydroguanine DNA N-glycosylase activity	2
GO:0034256	chlorophyll(ide) b reductase activity	2
GO:0034338	short-chain carboxylesterase activity	2
GO:0035064	methylated histone binding	2
GO:0035241	protein-arginine omega-N monomethyltransferase activity	2
GO:0035243	protein-arginine omega-N symmetric methyltransferase activity	2
GO:0035252	UDP-xylosyltransferase activity	2
GO:0035515	oxidative RNA demethylase activity	2
GO:0035529	NADH pyrophosphatase activity	2
GO:0035539	8-oxo-7,8-dihydrodeoxyguanosine triphosphate pyrophosphatase activity	2
GO:0042134	rRNA primary transcript binding	2
GO:0042277	peptide binding	2
GO:0042285	xylosyltransferase activity	2
GO:0042800	histone H3K4 methyltransferase activity	2
GO:0043014	alpha-tubulin binding	2
GO:0043024	ribosomal small subunit binding	2
GO:0043139	5'-3' DNA helicase activity	2
GO:0043169	cation binding	2
GO:0043531	ADP binding	2
GO:0043546	molybdopterin cofactor binding	2
GO:0044715	8-oxo-dGDP phosphatase activity	2
GO:0045503	dynein light chain binding	2
GO:0045504	dynein heavy chain binding	2
GO:0046422	violaxanthin de-epoxidase activity	2
GO:0046537	2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity	2
GO:0046863	ribulose-1,5-bisphosphate carboxylase/oxygenase activator activity	2
GO:0046912	acyltransferase activity, acyl groups converted into alkyl on transfer	2
GO:0046920	alpha-(1->3)-fucosyltransferase activity	2
GO:0046923	ER retention sequence binding	2
GO:0047325	inositol-3,4,5,6-tetrakisphosphate 1-kinase activity	2
GO:0047617	fatty acyl-CoA hydrolase activity	2
GO:0047631	ADP-ribose diphosphatase activity	2
GO:0047938	glucose-6-phosphate 1-epimerase activity	2
GO:0048029	monosaccharide binding	2
GO:0048306	calcium-dependent protein binding	2
GO:0048487	beta-tubulin binding	2
GO:0050291	sphingosine N-acyltransferase activity	2
GO:0050464	nitrate reductase (NADPH) activity	2
GO:0050664	oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor	2
GO:0050897	cobalt ion binding	2
GO:0051010	microtubule plus-end binding	2
GO:0051731	polynucleotide 5'-hydroxyl-kinase activity	2
GO:0051745	4-hydroxy-3-methylbut-2-enyl diphosphate reductase activity	2
GO:0051787	misfolded protein binding	2
GO:0052725	inositol-1,3,4-trisphosphate 6-kinase activity	2
GO:0052726	inositol-1,3,4-trisphosphate 5-kinase activity	2
GO:0052929	ATP:3'-cytidine-cytidine-tRNA adenylyltransferase activity	2
GO:0061598	molybdopterin adenylyltransferase activity	2
GO:0061599	molybdopterin molybdotransferase activity	2
GO:0061656	SUMO conjugating enzyme activity	2
GO:0070008	serine-type exopeptidase activity	2
GO:0070182	DNA polymerase binding	2
GO:0070260	5'-tyrosyl-DNA phosphodiesterase activity	2
GO:0071209	U7 snRNA binding	2
GO:0090560	2-(3-amino-3-carboxypropyl)histidine synthase activity	2
GO:0140082	SUMO-ubiquitin ligase activity	2
GO:0160102	tRNA (guanine(10)-N2)-methyltransferase activity	2
GO:1902387	ceramide 1-phosphate binding	2
GO:1902388	ceramide 1-phosphate transfer activity	2
GO:1990269	RNA polymerase II C-terminal domain phosphoserine binding	2
GO:1990757	ubiquitin ligase activator activity	2
GO:0000034	adenine deaminase activity	1
GO:0000036	acyl carrier activity	1
GO:0000107	imidazoleglycerol-phosphate synthase activity	1
GO:0000150	DNA strand exchange activity	1
GO:0000171	ribonuclease MRP activity	1
GO:0000213	tRNA-intron endonuclease activity	1
GO:0000224	peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity	1
GO:0000225	N-acetylglucosaminylphosphatidylinositol deacetylase activity	1
GO:0000247	C-8 sterol isomerase activity	1
GO:0000254	C-4 methylsterol oxidase activity	1
GO:0000257	nitrilase activity	1
GO:0000285	1-phosphatidylinositol-3-phosphate 5-kinase activity	1
GO:0000309	nicotinamide-nucleotide adenylyltransferase activity	1
GO:0000700	mismatch base pair DNA N-glycosylase activity	1
GO:0000701	purine-specific mismatch base pair DNA N-glycosylase activity	1
GO:0000703	oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity	1
GO:0000822	inositol hexakisphosphate binding	1
GO:0000828	inositol hexakisphosphate kinase activity	1
GO:0000829	diphosphoinositol pentakisphosphate kinase activity	1
GO:0000906	6,7-dimethyl-8-ribityllumazine synthase activity	1
GO:0000994	RNA polymerase III core binding	1
GO:0000995	RNA polymerase III general transcription initiation factor activity	1
GO:0001002	RNA polymerase III type 1 promoter sequence-specific DNA binding	1
GO:0001003	RNA polymerase III type 2 promoter sequence-specific DNA binding	1
GO:0001046	core promoter sequence-specific DNA binding	1
GO:0001096	TFIIF-class transcription factor complex binding	1
GO:0001097	TFIIH-class transcription factor complex binding	1
GO:0001156	TFIIIC-class transcription factor complex binding	1
GO:0001181	RNA polymerase I general transcription initiation factor activity	1
GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	1
GO:0001735	prenylcysteine oxidase activity	1
GO:0002058	uracil binding	1
GO:0002151	G-quadruplex RNA binding	1
GO:0002953	5'-deoxynucleotidase activity	1
GO:0003681	bent DNA binding	1
GO:0003711	transcription elongation factor activity	1
GO:0003721	obsolete telomerase RNA reverse transcriptase activity	1
GO:0003785	actin monomer binding	1
GO:0003825	alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity	1
GO:0003841	1-acylglycerol-3-phosphate O-acyltransferase activity	1
GO:0003848	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity	1
GO:0003852	2-isopropylmalate synthase activity	1
GO:0003857	3-hydroxyacyl-CoA dehydrogenase activity	1
GO:0003858	3-hydroxybutyrate dehydrogenase activity	1
GO:0003861	3-isopropylmalate dehydratase activity	1
GO:0003862	3-isopropylmalate dehydrogenase activity	1
GO:0003864	3-methyl-2-oxobutanoate hydroxymethyltransferase activity	1
GO:0003868	4-hydroxyphenylpyruvate dioxygenase activity	1
GO:0003871	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity	1
GO:0003873	6-phosphofructo-2-kinase activity	1
GO:0003876	AMP deaminase activity	1
GO:0003877	ATP:ADP adenylyltransferase activity	1
GO:0003878	ATP citrate synthase activity	1
GO:0003879	ATP phosphoribosyltransferase activity	1
GO:0003881	CDP-diacylglycerol-inositol 3-phosphatidyltransferase activity	1
GO:0003882	CDP-diacylglycerol-serine O-phosphatidyltransferase activity	1
GO:0003883	CTP synthase activity	1
GO:0003884	D-amino-acid oxidase activity	1
GO:0003908	methylated-DNA-[protein]-cysteine S-methyltransferase activity	1
GO:0003913	DNA photolyase activity	1
GO:0003919	FMN adenylyltransferase activity	1
GO:0003921	GMP synthase activity	1
GO:0003934	GTP cyclohydrolase I activity	1
GO:0003935	GTP cyclohydrolase II activity	1
GO:0003937	IMP cyclohydrolase activity	1
GO:0003938	IMP dehydrogenase activity	1
GO:0003941	L-serine ammonia-lyase activity	1
GO:0003942	N-acetyl-gamma-glutamyl-phosphate reductase activity	1
GO:0003948	N4-(beta-N-acetylglucosaminyl)-L-asparaginase activity	1
GO:0003949	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity	1
GO:0003952	NAD+ synthase (glutamine-hydrolyzing) activity	1
GO:0003958	NADPH-hemoprotein reductase activity	1
GO:0003962	cystathionine gamma-synthase activity	1
GO:0003963	RNA-3'-phosphate cyclase activity	1
GO:0003968	RNA-dependent RNA polymerase activity	1
GO:0003975	UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase activity	1
GO:0003980	UDP-glucose:glycoprotein glucosyltransferase activity	1
GO:0003983	UTP:glucose-1-phosphate uridylyltransferase activity	1
GO:0003988	acetyl-CoA C-acyltransferase activity	1
GO:0003991	acetylglutamate kinase activity	1
GO:0003994	aconitate hydratase activity	1
GO:0003998	acylphosphatase activity	1
GO:0003999	adenine phosphoribosyltransferase activity	1
GO:0004001	adenosine kinase activity	1
GO:0004014	adenosylmethionine decarboxylase activity	1
GO:0004015	adenosylmethionine-8-amino-7-oxononanoate transaminase activity	1
GO:0004016	adenylate cyclase activity	1
GO:0004018	N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity	1
GO:0004019	adenylosuccinate synthase activity	1
GO:0004020	adenylylsulfate kinase activity	1
GO:0004021	L-alanine:2-oxoglutarate aminotransferase activity	1
GO:0004024	obsolete alcohol dehydrogenase (NAD+) activity, zinc-dependent	1
GO:0004038	allantoinase activity	1
GO:0004044	amidophosphoribosyltransferase activity	1
GO:0004047	aminomethyltransferase activity	1
GO:0004048	anthranilate phosphoribosyltransferase activity	1
GO:0004055	argininosuccinate synthase activity	1
GO:0004056	argininosuccinate lyase activity	1
GO:0004057	arginyl-tRNA--protein transferase activity	1
GO:0004061	arylformamidase activity	1
GO:0004069	L-aspartate:2-oxoglutarate aminotransferase activity	1
GO:0004070	aspartate carbamoyltransferase activity	1
GO:0004073	aspartate-semialdehyde dehydrogenase activity	1
GO:0004074	biliverdin reductase [NAD(P)+] activity	1
GO:0004076	biotin synthase activity	1
GO:0004077	biotin--[biotin carboxyl-carrier protein] ligase activity	1
GO:0004088	carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity	1
GO:0004099	chitin deacetylase activity	1
GO:0004103	choline kinase activity	1
GO:0004105	choline-phosphate cytidylyltransferase activity	1
GO:0004106	chorismate mutase activity	1
GO:0004113	2',3'-cyclic-nucleotide 3'-phosphodiesterase activity	1
GO:0004126	cytidine deaminase activity	1
GO:0004141	dethiobiotin synthase activity	1
GO:0004146	dihydrofolate reductase activity	1
GO:0004148	dihydrolipoyl dehydrogenase activity	1
GO:0004150	dihydroneopterin aldolase activity	1
GO:0004151	dihydroorotase activity	1
GO:0004152	dihydroorotate dehydrogenase activity	1
GO:0004156	dihydropteroate synthase activity	1
GO:0004157	dihydropyrimidinase activity	1
GO:0004160	dihydroxy-acid dehydratase activity	1
GO:0004164	diphthine synthase activity	1
GO:0004168	dolichol kinase activity	1
GO:0004170	dUTP diphosphatase activity	1
GO:0004174	electron-transferring-flavoprotein dehydrogenase activity	1
GO:0004175	endopeptidase activity	1
GO:0004305	ethanolamine kinase activity	1
GO:0004306	ethanolamine-phosphate cytidylyltransferase activity	1
GO:0004314	[acyl-carrier-protein] S-malonyltransferase activity	1
GO:0004316	3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity	1
GO:0004318	enoyl-[acyl-carrier-protein] reductase (NADH) activity	1
GO:0004322	ferroxidase activity	1
GO:0004325	ferrochelatase activity	1
GO:0004329	formate-tetrahydrofolate ligase activity	1
GO:0004331	fructose-2,6-bisphosphate 2-phosphatase activity	1
GO:0004333	fumarate hydratase activity	1
GO:0004334	fumarylacetoacetase activity	1
GO:0004335	galactokinase activity	1
GO:0004340	glucokinase activity	1
GO:0004341	gluconolactonase activity	1
GO:0004342	glucosamine-6-phosphate deaminase activity	1
GO:0004343	glucosamine 6-phosphate N-acetyltransferase activity	1
GO:0004347	glucose-6-phosphate isomerase activity	1
GO:0004350	glutamate-5-semialdehyde dehydrogenase activity	1
GO:0004352	glutamate dehydrogenase (NAD+) activity	1
GO:0004354	glutamate dehydrogenase (NADP+) activity	1
GO:0004357	glutamate-cysteine ligase activity	1
GO:0004358	glutamate N-acetyltransferase activity	1
GO:0004360	glutamine-fructose-6-phosphate transaminase (isomerizing) activity	1
GO:0004363	glutathione synthase activity	1
GO:0004368	glycerol-3-phosphate dehydrogenase (quinone) activity	1
GO:0004370	glycerol kinase activity	1
GO:0004371	glycerone kinase activity	1
GO:0004375	glycine dehydrogenase (decarboxylating) activity	1
GO:0004377	GDP-Man:Man3GlcNAc2-PP-Dol alpha-1,2-mannosyltransferase activity	1
GO:0004378	GDP-Man:Man1GlcNAc2-PP-Dol alpha-1,3-mannosyltransferase activity	1
GO:0004379	glycylpeptide N-tetradecanoyltransferase activity	1
GO:0004383	guanylate cyclase activity	1
GO:0004399	histidinol dehydrogenase activity	1
GO:0004400	histidinol-phosphate transaminase activity	1
GO:0004401	histidinol-phosphatase activity	1
GO:0004408	holocytochrome-c synthase activity	1
GO:0004411	homogentisate 1,2-dioxygenase activity	1
GO:0004413	homoserine kinase activity	1
GO:0004417	hydroxyethylthiazole kinase activity	1
GO:0004418	hydroxymethylbilane synthase activity	1
GO:0004421	hydroxymethylglutaryl-CoA synthase activity	1
GO:0004424	imidazoleglycerol-phosphate dehydratase activity	1
GO:0004430	1-phosphatidylinositol 4-kinase activity	1
GO:0004435	phosphatidylinositol phospholipase C activity	1
GO:0004450	isocitrate dehydrogenase (NADP+) activity	1
GO:0004451	isocitrate lyase activity	1
GO:0004452	isopentenyl-diphosphate delta-isomerase activity	1
GO:0004455	ketol-acid reductoisomerase activity	1
GO:0004471	malate dehydrogenase (decarboxylating) (NAD+) activity	1
GO:0004473	malate dehydrogenase (decarboxylating) (NADP+) activity	1
GO:0004474	malate synthase activity	1
GO:0004475	mannose-1-phosphate guanylyltransferase (GTP) activity	1
GO:0004476	mannose-6-phosphate isomerase activity	1
GO:0004477	methenyltetrahydrofolate cyclohydrolase activity	1
GO:0004478	methionine adenosyltransferase activity	1
GO:0004479	methionyl-tRNA formyltransferase activity	1
GO:0004482	mRNA 5'-cap (guanine-N7-)-methyltransferase activity	1
GO:0004484	mRNA guanylyltransferase activity	1
GO:0004488	methylenetetrahydrofolate dehydrogenase (NADP+) activity	1
GO:0004489	methylenetetrahydrofolate reductase (NAD(P)H) activity	1
GO:0004491	methylmalonate-semialdehyde dehydrogenase (acylating, NAD) activity	1
GO:0004505	phenylalanine 4-monooxygenase activity	1
GO:0004506	squalene monooxygenase activity	1
GO:0004512	inositol-3-phosphate synthase activity	1
GO:0004514	nicotinate-nucleotide diphosphorylase (carboxylating) activity	1
GO:0004515	nicotinate-nucleotide adenylyltransferase activity	1
GO:0004520	DNA endonuclease activity	1
GO:0004536	DNA nuclease activity	1
GO:0004555	alpha,alpha-trehalase activity	1
GO:0004559	alpha-mannosidase activity	1
GO:0004567	beta-mannosidase activity	1
GO:0004573	Glc3Man9GlcNAc2 oligosaccharide glucosidase activity	1
GO:0004576	oligosaccharyl transferase activity	1
GO:0004577	N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase activity	1
GO:0004582	dolichyl-phosphate beta-D-mannosyltransferase activity	1
GO:0004585	ornithine carbamoyltransferase activity	1
GO:0004587	ornithine aminotransferase activity	1
GO:0004588	orotate phosphoribosyltransferase activity	1
GO:0004590	orotidine-5'-phosphate decarboxylase activity	1
GO:0004591	oxoglutarate dehydrogenase (succinyl-transferring) activity	1
GO:0004592	pantoate-beta-alanine ligase activity	1
GO:0004602	glutathione peroxidase activity	1
GO:0004610	phosphoacetylglucosamine mutase activity	1
GO:0004612	phosphoenolpyruvate carboxykinase (ATP) activity	1
GO:0004615	phosphomannomutase activity	1
GO:0004616	phosphogluconate dehydrogenase (decarboxylating) activity	1
GO:0004619	phosphoglycerate mutase activity	1
GO:0004630	phospholipase D activity	1
GO:0004635	phosphoribosyl-AMP cyclohydrolase activity	1
GO:0004636	phosphoribosyl-ATP diphosphatase activity	1
GO:0004637	phosphoribosylamine-glycine ligase activity	1
GO:0004638	phosphoribosylaminoimidazole carboxylase activity	1
GO:0004639	phosphoribosylaminoimidazolesuccinocarboxamide synthase activity	1
GO:0004641	phosphoribosylformylglycinamidine cyclo-ligase activity	1
GO:0004642	phosphoribosylformylglycinamidine synthase activity	1
GO:0004643	phosphoribosylaminoimidazolecarboxamide formyltransferase activity	1
GO:0004644	phosphoribosylglycinamide formyltransferase activity	1
GO:0004645	1,4-alpha-oligoglucan phosphorylase activity	1
GO:0004648	O-phospho-L-serine:2-oxoglutarate aminotransferase activity	1
GO:0004650	polygalacturonase activity	1
GO:0004655	porphobilinogen synthase activity	1
GO:0004658	propionyl-CoA carboxylase activity	1
GO:0004660	protein farnesyltransferase activity	1
GO:0004662	CAAX-protein geranylgeranyltransferase activity	1
GO:0004664	prephenate dehydratase activity	1
GO:0004677	DNA-dependent protein kinase activity	1
GO:0004692	cGMP-dependent protein kinase activity	1
GO:0004694	eukaryotic translation initiation factor 2alpha kinase activity	1
GO:0004729	oxygen-dependent protoporphyrinogen oxidase activity	1
GO:0004730	pseudouridylate synthase activity	1
GO:0004733	pyridoxamine phosphate oxidase activity	1
GO:0004736	pyruvate carboxylase activity	1
GO:0004737	pyruvate decarboxylase activity	1
GO:0004741	[pyruvate dehydrogenase (acetyl-transferring)]-phosphatase activity	1
GO:0004742	dihydrolipoyllysine-residue acetyltransferase activity	1
GO:0004747	ribokinase activity	1
GO:0004748	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor	1
GO:0004749	ribose phosphate diphosphokinase activity	1
GO:0004750	D-ribulose-phosphate 3-epimerase activity	1
GO:0004767	sphingomyelin phosphodiesterase activity	1
GO:0004769	steroid delta-isomerase activity	1
GO:0004777	succinate-semialdehyde dehydrogenase (NAD+) activity	1
GO:0004781	sulfate adenylyltransferase (ATP) activity	1
GO:0004788	thiamine diphosphokinase activity	1
GO:0004789	thiamine-phosphate diphosphorylase activity	1
GO:0004795	threonine synthase activity	1
GO:0004798	thymidylate kinase activity	1
GO:0004799	thymidylate synthase activity	1
GO:0004802	transketolase activity	1
GO:0004814	arginine-tRNA ligase activity	1
GO:0004815	aspartate-tRNA ligase activity	1
GO:0004819	glutamine-tRNA ligase activity	1
GO:0004844	uracil DNA N-glycosylase activity	1
GO:0004845	uracil phosphoribosyltransferase activity	1
GO:0004848	ureidoglycolate hydrolase activity	1
GO:0004854	xanthine dehydrogenase activity	1
GO:0004856	D-xylulokinase activity	1
GO:0004860	protein kinase inhibitor activity	1
GO:0004861	cyclin-dependent protein serine/threonine kinase inhibitor activity	1
GO:0004864	protein phosphatase inhibitor activity	1
GO:0004865	protein serine/threonine phosphatase inhibitor activity	1
GO:0004866	endopeptidase inhibitor activity	1
GO:0004869	cysteine-type endopeptidase inhibitor activity	1
GO:0004930	G protein-coupled receptor activity	1
GO:0005044	scavenger receptor activity	1
GO:0005053	peroxisome matrix targeting signal-2 binding	1
GO:0005080	protein kinase C binding	1
GO:0005093	Rab GDP-dissociation inhibitor activity	1
GO:0005102	signaling receptor binding	1
GO:0005125	cytokine activity	1
GO:0005229	intracellularly calcium-gated chloride channel activity	1
GO:0005246	calcium channel regulator activity	1
GO:0005261	monoatomic cation channel activity	1
GO:0005313	L-glutamate transmembrane transporter activity	1
GO:0005324	long-chain fatty acid transmembrane transporter activity	1
GO:0005347	ATP transmembrane transporter activity	1
GO:0005351	carbohydrate:proton symporter activity	1
GO:0005375	copper ion transmembrane transporter activity	1
GO:0005452	solute:inorganic anion antiporter activity	1
GO:0005459	UDP-galactose transmembrane transporter activity	1
GO:0005542	folic acid binding	1
GO:0005544	calcium-dependent phospholipid binding	1
GO:0005545	1-phosphatidylinositol binding	1
GO:0008047	enzyme activator activity	1
GO:0008061	chitin binding	1
GO:0008115	sarcosine oxidase activity	1
GO:0008120	ceramide glucosyltransferase activity	1
GO:0008138	protein tyrosine/serine/threonine phosphatase activity	1
GO:0008146	sulfotransferase activity	1
GO:0008179	adenylate cyclase binding	1
GO:0008187	poly-pyrimidine tract binding	1
GO:0008193	tRNA guanylyltransferase activity	1
GO:0008195	phosphatidate phosphatase activity	1
GO:0008240	tripeptidyl-peptidase activity	1
GO:0008251	tRNA-specific adenosine deaminase activity	1
GO:0008252	nucleotidase activity	1
GO:0008265	molybdenum cofactor sulfurtransferase activity	1
GO:0008266	poly(U) RNA binding	1
GO:0008353	RNA polymerase II CTD heptapeptide repeat kinase activity	1
GO:0008375	acetylglucosaminyltransferase activity	1
GO:0008410	CoA-transferase activity	1
GO:0008413	8-oxo-7,8-dihydroguanosine triphosphate pyrophosphatase activity	1
GO:0008418	protein-N-terminal asparagine amidohydrolase activity	1
GO:0008419	RNA lariat debranching enzyme activity	1
GO:0008430	selenium binding	1
GO:0008440	inositol-1,4,5-trisphosphate 3-kinase activity	1
GO:0008441	3'(2'),5'-bisphosphate nucleotidase activity	1
GO:0008442	3-hydroxyisobutyrate dehydrogenase activity	1
GO:0008446	GDP-mannose 4,6-dehydratase activity	1
GO:0008465	hydroxypyruvate reductase (NADH) activity	1
GO:0008470	3-methylbutanoyl-CoA dehydrogenase activity	1
GO:0008474	palmitoyl-(protein) hydrolase activity	1
GO:0008476	protein-tyrosine sulfotransferase activity	1
GO:0008478	pyridoxal kinase activity	1
GO:0008495	protoheme IX farnesyltransferase activity	1
GO:0008517	folic acid transmembrane transporter activity	1
GO:0008521	acetyl-CoA transmembrane transporter activity	1
GO:0008568	microtubule severing ATPase activity	1
GO:0008574	plus-end-directed microtubule motor activity	1
GO:0008597	calcium-dependent protein serine/threonine phosphatase regulator activity	1
GO:0008603	cAMP-dependent protein kinase regulator activity	1
GO:0008650	rRNA (uridine-2'-O-)-methyltransferase activity	1
GO:0008661	1-deoxy-D-xylulose-5-phosphate synthase activity	1
GO:0008663	2',3'-cyclic-nucleotide 2'-phosphodiesterase activity	1
GO:0008670	2,4-dienoyl-CoA reductase (NADPH) activity	1
GO:0008676	3-deoxy-8-phosphooctulonate synthase activity	1
GO:0008681	2-octaprenyl-6-methoxyphenol hydroxylase activity	1
GO:0008685	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity	1
GO:0008686	3,4-dihydroxy-2-butanone-4-phosphate synthase activity	1
GO:0008690	3-deoxy-manno-octulosonate cytidylyltransferase activity	1
GO:0008703	5-amino-6-(5-phosphoribosylamino)uracil reductase activity	1
GO:0008716	D-alanine-D-alanine ligase activity	1
GO:0008721	D-serine ammonia-lyase activity	1
GO:0008725	DNA-3-methyladenine glycosylase activity	1
GO:0008732	L-allo-threonine aldolase activity	1
GO:0008734	L-aspartate oxidase activity	1
GO:0008743	L-threonine 3-dehydrogenase activity	1
GO:0008758	UDP-2,3-diacylglucosamine hydrolase activity	1
GO:0008759	obsolete UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity	1
GO:0008776	acetate kinase activity	1
GO:0008804	carbamate kinase activity	1
GO:0008824	cyanate hydratase activity	1
GO:0008832	dGTPase activity	1
GO:0008836	diaminopimelate decarboxylase activity	1
GO:0008837	diaminopimelate epimerase activity	1
GO:0008839	4-hydroxy-tetrahydrodipicolinate reductase	1
GO:0008841	dihydrofolate synthase activity	1
GO:0008864	formyltetrahydrofolate deformylase activity	1
GO:0008883	glutamyl-tRNA reductase activity	1
GO:0008887	glycerate kinase activity	1
GO:0008889	glycerophosphodiester phosphodiesterase activity	1
GO:0008890	glycine C-acetyltransferase activity	1
