GO	GO_Desc	Count
GO:0006605	protein targeting	2
GO:0006624	vacuolar protein processing	2
GO:0006627	protein processing involved in protein targeting to mitochondrion	2
GO:0006656	phosphatidylcholine biosynthetic process	2
GO:0006694	steroid biosynthetic process	2
GO:0006741	NADP biosynthetic process	2
GO:0006751	glutathione catabolic process	2
GO:0006783	heme biosynthetic process	2
GO:0006788	heme oxidation	2
GO:0006798	polyphosphate catabolic process	2
GO:0006809	nitric oxide biosynthetic process	2
GO:0006829	zinc ion transport	2
GO:0006850	mitochondrial pyruvate transmembrane transport	2
GO:0006900	vesicle budding from membrane	2
GO:0006904	vesicle docking involved in exocytosis	2
GO:0007015	actin filament organization	2
GO:0007033	vacuole organization	2
GO:0007051	spindle organization	2
GO:0007062	sister chromatid cohesion	2
GO:0007129	homologous chromosome pairing at meiosis	2
GO:0007205	obsolete protein kinase C-activating G protein-coupled receptor signaling pathway	2
GO:0007219	Notch signaling pathway	2
GO:0008104	protein localization	2
GO:0008295	spermidine biosynthetic process	2
GO:0008298	intracellular mRNA localization	2
GO:0009060	aerobic respiration	2
GO:0009063	amino acid catabolic process	2
GO:0009102	biotin biosynthetic process	2
GO:0009113	purine nucleobase biosynthetic process	2
GO:0009225	nucleotide-sugar metabolic process	2
GO:0009247	glycolipid biosynthetic process	2
GO:0009314	response to radiation	2
GO:0009398	FMN biosynthetic process	2
GO:0009704	de-etiolation	2
GO:0009737	response to abscisic acid	2
GO:0009742	brassinosteroid mediated signaling pathway	2
GO:0009909	regulation of flower development	2
GO:0009966	regulation of signal transduction	2
GO:0010028	xanthophyll cycle	2
GO:0010133	proline catabolic process to glutamate	2
GO:0010190	cytochrome b6f complex assembly	2
GO:0010230	alternative respiration	2
GO:0010304	PSII associated light-harvesting complex II catabolic process	2
GO:0010629	negative regulation of gene expression	2
GO:0015940	pantothenate biosynthetic process	2
GO:0016036	cellular response to phosphate starvation	2
GO:0016116	carotenoid metabolic process	2
GO:0016132	brassinosteroid biosynthetic process	2
GO:0016266	O-glycan processing	2
GO:0016540	protein autoprocessing	2
GO:0016560	protein import into peroxisome matrix, docking	2
GO:0017038	protein import	2
GO:0019264	glycine biosynthetic process from serine	2
GO:0019285	glycine betaine biosynthetic process from choline	2
GO:0019318	hexose metabolic process	2
GO:0019354	siroheme biosynthetic process	2
GO:0019367	fatty acid elongation, saturated fatty acid	2
GO:0019375	galactolipid biosynthetic process	2
GO:0019379	sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin)	2
GO:0019427	acetyl-CoA biosynthetic process from acetate	2
GO:0019628	urate catabolic process	2
GO:0019632	shikimate metabolic process	2
GO:0019674	NAD metabolic process	2
GO:0019877	diaminopimelate biosynthetic process	2
GO:0030036	actin cytoskeleton organization	2
GO:0030091	protein repair	2
GO:0030154	cell differentiation	2
GO:0030162	regulation of proteolysis	2
GO:0030203	glycosaminoglycan metabolic process	2
GO:0030242	autophagy of peroxisome	2
GO:0030259	lipid glycosylation	2
GO:0030422	siRNA processing	2
GO:0030970	retrograde protein transport, ER to cytosol	2
GO:0031110	regulation of microtubule polymerization or depolymerization	2
GO:0031118	rRNA pseudouridine synthesis	2
GO:0031167	rRNA methylation	2
GO:0031397	negative regulation of protein ubiquitination	2
GO:0031507	heterochromatin formation	2
GO:0031929	TOR signaling	2
GO:0032273	positive regulation of protein polymerization	2
GO:0032446	protein modification by small protein conjugation	2
GO:0032508	DNA duplex unwinding	2
GO:0032922	circadian regulation of gene expression	2
GO:0032957	inositol trisphosphate metabolic process	2
GO:0032979	protein insertion into mitochondrial inner membrane from matrix	2
GO:0033260	nuclear DNA replication	2
GO:0033387	putrescine biosynthetic process from ornithine	2
GO:0033567	DNA replication, Okazaki fragment processing	2
GO:0033619	membrane protein proteolysis	2
GO:0034063	stress granule assembly	2
GO:0034067	protein localization to Golgi apparatus	2
GO:0034080	CENP-A containing chromatin assembly	2
GO:0034088	maintenance of mitotic sister chromatid cohesion	2
GO:0034227	tRNA thio-modification	2
GO:0034440	lipid oxidation	2
GO:0034473	U1 snRNA 3'-end processing	2
GO:0034476	U5 snRNA 3'-end processing	2
GO:0034498	early endosome to Golgi transport	2
GO:0034625	fatty acid elongation, monounsaturated fatty acid	2
GO:0034626	fatty acid elongation, polyunsaturated fatty acid	2
GO:0034982	mitochondrial protein processing	2
GO:0035493	SNARE complex assembly	2
GO:0035494	SNARE complex disassembly	2
GO:0036065	fucosylation	2
GO:0036159	inner dynein arm assembly	2
GO:0036444	calcium import into the mitochondrion	2
GO:0040008	regulation of growth	2
GO:0042023	DNA endoreduplication	2
GO:0042256	cytosolic ribosome assembly	2
GO:0042372	phylloquinone biosynthetic process	2
GO:0042450	arginine biosynthetic process via ornithine	2
GO:0042732	D-xylose metabolic process	2
GO:0042759	long-chain fatty acid biosynthetic process	2
GO:0042823	pyridoxal phosphate biosynthetic process	2
GO:0042853	L-alanine catabolic process	2
GO:0043001	Golgi to plasma membrane protein transport	2
GO:0043043	peptide biosynthetic process	2
GO:0043124	negative regulation of canonical NF-kappaB signal transduction	2
GO:0043137	DNA replication, removal of RNA primer	2
GO:0043153	entrainment of circadian clock by photoperiod	2
GO:0043171	peptide catabolic process	2
GO:0043409	negative regulation of MAPK cascade	2
GO:0043484	regulation of RNA splicing	2
GO:0043622	cortical microtubule organization	2
GO:0043953	protein transport by the Tat complex	2
GO:0044208	'de novo' AMP biosynthetic process	2
GO:0044209	AMP salvage	2
GO:0044210	'de novo' CTP biosynthetic process	2
GO:0044281	small molecule metabolic process	2
GO:0044375	regulation of peroxisome size	2
GO:0044550	secondary metabolite biosynthetic process	2
GO:0044571	[2Fe-2S] cluster assembly	2
GO:0044782	cilium organization	2
GO:0045022	early endosome to late endosome transport	2
GO:0045046	protein import into peroxisome membrane	2
GO:0045332	phospholipid translocation	2
GO:0045899	positive regulation of RNA polymerase II transcription preinitiation complex assembly	2
GO:0045905	positive regulation of translational termination	2
GO:0045943	positive regulation of transcription by RNA polymerase I	2
GO:0046034	ATP metabolic process	2
GO:0046104	thymidine metabolic process	2
GO:0046166	glyceraldehyde-3-phosphate biosynthetic process	2
GO:0046177	D-gluconate catabolic process	2
GO:0046294	formaldehyde catabolic process	2
GO:0046685	response to arsenic-containing substance	2
GO:0046705	CDP biosynthetic process	2
GO:0048024	regulation of mRNA splicing, via spliceosome	2
GO:0048193	Golgi vesicle transport	2
GO:0048250	iron import into the mitochondrion	2
GO:0048280	vesicle fusion with Golgi apparatus	2
GO:0050832	defense response to fungus	2
GO:0051083	'de novo' cotranslational protein folding	2
GO:0051103	DNA ligation involved in DNA repair	2
GO:0051252	regulation of RNA metabolic process	2
GO:0051295	establishment of meiotic spindle localization	2
GO:0051382	kinetochore assembly	2
GO:0051560	mitochondrial calcium ion homeostasis	2
GO:0060236	regulation of mitotic spindle organization	2
GO:0060261	positive regulation of transcription initiation by RNA polymerase II	2
GO:0060285	cilium-dependent cell motility	2
GO:0061024	membrane organization	2
GO:0061512	protein localization to cilium	2
GO:0061640	cytoskeleton-dependent cytokinesis	2
GO:0070072	vacuolar proton-transporting V-type ATPase complex assembly	2
GO:0070143	mitochondrial alanyl-tRNA aminoacylation	2
GO:0070476	rRNA (guanine-N7)-methylation	2
GO:0070507	regulation of microtubule cytoskeleton organization	2
GO:0070525	tRNA threonylcarbamoyladenosine metabolic process	2
GO:0070534	protein K63-linked ubiquitination	2
GO:0070536	protein K63-linked deubiquitination	2
GO:0070897	transcription preinitiation complex assembly	2
GO:0070914	UV-damage excision repair	2
GO:0070973	protein localization to endoplasmic reticulum exit site	2
GO:0071036	nuclear polyadenylation-dependent snoRNA catabolic process	2
GO:0071037	nuclear polyadenylation-dependent snRNA catabolic process	2
GO:0071039	nuclear polyadenylation-dependent CUT catabolic process	2
GO:0071040	nuclear polyadenylation-dependent antisense transcript catabolic process	2
GO:0071042	nuclear polyadenylation-dependent mRNA catabolic process	2
GO:0071044	histone mRNA catabolic process	2
GO:0071108	protein K48-linked deubiquitination	2
GO:0071786	endoplasmic reticulum tubular network organization	2
GO:0072657	protein localization to membrane	2
GO:0080147	root hair cell development	2
GO:0090333	regulation of stomatal closure	2
GO:0097039	protein linear polyubiquitination	2
GO:0106035	protein maturation by [4Fe-4S] cluster transfer	2
GO:0140673	transcription elongation-coupled chromatin remodeling	2
GO:1901663	quinone biosynthetic process	2
GO:1902979	mitotic DNA replication termination	2
GO:1904108	protein localization to ciliary inversin compartment	2
GO:1904380	endoplasmic reticulum mannose trimming	2
GO:1905786	positive regulation of anaphase-promoting complex-dependent catabolic process	2
GO:1990116	ribosome-associated ubiquitin-dependent protein catabolic process	2
GO:1990414	replication-born double-strand break repair via sister chromatid exchange	2
GO:1990575	mitochondrial L-ornithine transmembrane transport	2
GO:1990592	protein K69-linked ufmylation	2
GO:2000134	negative regulation of G1/S transition of mitotic cell cycle	2
GO:0000012	single strand break repair	1
GO:0000032	cell wall mannoprotein biosynthetic process	1
GO:0000054	ribosomal subunit export from nucleus	1
GO:0000212	meiotic spindle organization	1
GO:0000256	allantoin catabolic process	1
GO:0000288	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	1
GO:0000301	retrograde transport, vesicle recycling within Golgi	1
GO:0000350	generation of catalytic spliceosome for second transesterification step	1
GO:0000380	alternative mRNA splicing, via spliceosome	1
GO:0000423	mitophagy	1
GO:0000454	snoRNA guided rRNA pseudouridine synthesis	1
GO:0000479	endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	1
GO:0000481	maturation of 5S rRNA	1
GO:0000493	box H/ACA snoRNP assembly	1
GO:0000495	box H/ACA sno(s)RNA 3'-end processing	1
GO:0000709	meiotic joint molecule formation	1
GO:0000715	nucleotide-excision repair, DNA damage recognition	1
GO:0000731	DNA synthesis involved in DNA repair	1
GO:0000914	phragmoplast assembly	1
GO:0000917	division septum assembly	1
GO:0000919	cell plate assembly	1
GO:0000949	aromatic amino acid family catabolic process to alcohol via Ehrlich pathway	1
GO:0000958	mitochondrial mRNA catabolic process	1
GO:0001113	transcription open complex formation at RNA polymerase II promoter	1
GO:0001188	RNA polymerase I preinitiation complex assembly	1
GO:0001514	selenocysteine incorporation	1
GO:0001516	prostaglandin biosynthetic process	1
GO:0001561	fatty acid alpha-oxidation	1
GO:0001717	conversion of seryl-tRNAsec to selenocys-tRNAsec	1
GO:0001932	regulation of protein phosphorylation	1
GO:0002100	tRNA wobble adenosine to inosine editing	1
GO:0002115	store-operated calcium entry	1
GO:0002128	tRNA nucleoside ribose methylation	1
GO:0002131	wobble position cytosine ribose methylation	1
GO:0002132	wobble position uridine ribose methylation	1
GO:0002182	cytoplasmic translational elongation	1
GO:0002183	cytoplasmic translational initiation	1
GO:0002184	cytoplasmic translational termination	1
GO:0002188	translation reinitiation	1
GO:0002191	cap-dependent translational initiation	1
GO:0002938	tRNA guanine ribose methylation	1
GO:0002939	tRNA N1-guanine methylation	1
GO:0003254	regulation of membrane depolarization	1
GO:0003333	amino acid transmembrane transport	1
GO:0005982	starch metabolic process	1
GO:0005983	starch catabolic process	1
GO:0005993	trehalose catabolic process	1
GO:0005997	xylulose metabolic process	1
GO:0006003	fructose 2,6-bisphosphate metabolic process	1
GO:0006011	UDP-glucose metabolic process	1
GO:0006015	5-phosphoribose 1-diphosphate biosynthetic process	1
GO:0006020	inositol metabolic process	1
GO:0006072	glycerol-3-phosphate metabolic process	1
GO:0006083	acetate metabolic process	1
GO:0006084	acetyl-CoA metabolic process	1
GO:0006101	citrate metabolic process	1
GO:0006102	isocitrate metabolic process	1
GO:0006105	succinate metabolic process	1
GO:0006106	fumarate metabolic process	1
GO:0006145	purine nucleobase catabolic process	1
GO:0006146	adenine catabolic process	1
GO:0006147	guanine catabolic process	1
GO:0006168	adenine salvage	1
GO:0006177	GMP biosynthetic process	1
GO:0006190	inosine salvage	1
GO:0006208	pyrimidine nucleobase catabolic process	1
GO:0006212	uracil catabolic process	1
GO:0006223	uracil salvage	1
GO:0006226	dUMP biosynthetic process	1
GO:0006227	dUDP biosynthetic process	1
GO:0006231	dTMP biosynthetic process	1
GO:0006233	dTDP biosynthetic process	1
GO:0006235	dTTP biosynthetic process	1
GO:0006259	DNA metabolic process	1
GO:0006269	DNA replication, synthesis of primer	1
GO:0006282	regulation of DNA repair	1
GO:0006287	base-excision repair, gap-filling	1
GO:0006294	nucleotide-excision repair, preincision complex assembly	1
GO:0006308	DNA catabolic process	1
GO:0006361	transcription initiation at RNA polymerase I promoter	1
GO:0006362	transcription elongation by RNA polymerase I	1
GO:0006363	termination of RNA polymerase I transcription	1
GO:0006370	7-methylguanosine mRNA capping	1
GO:0006390	mitochondrial transcription	1
GO:0006414	translational elongation	1
GO:0006419	alanyl-tRNA aminoacylation	1
GO:0006420	arginyl-tRNA aminoacylation	1
GO:0006422	aspartyl-tRNA aminoacylation	1
GO:0006425	glutaminyl-tRNA aminoacylation	1
GO:0006490	obsolete oligosaccharide-lipid intermediate biosynthetic process	1
GO:0006493	protein O-linked glycosylation	1
GO:0006528	asparagine metabolic process	1
GO:0006534	cysteine metabolic process	1
GO:0006545	glycine biosynthetic process	1
GO:0006561	proline biosynthetic process	1
GO:0006569	tryptophan catabolic process	1
GO:0006570	tyrosine metabolic process	1
GO:0006571	tyrosine biosynthetic process	1
GO:0006584	catecholamine metabolic process	1
GO:0006592	ornithine biosynthetic process	1
GO:0006597	spermine biosynthetic process	1
GO:0006617	SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition	1
GO:0006626	protein targeting to mitochondrion	1
GO:0006636	unsaturated fatty acid biosynthetic process	1
GO:0006637	acyl-CoA metabolic process	1
GO:0006641	triglyceride metabolic process	1
GO:0006654	phosphatidic acid biosynthetic process	1
GO:0006659	phosphatidylserine biosynthetic process	1
GO:0006661	phosphatidylinositol biosynthetic process	1
GO:0006672	ceramide metabolic process	1
GO:0006673	inositol phosphoceramide metabolic process	1
GO:0006688	glycosphingolipid biosynthetic process	1
GO:0006689	ganglioside catabolic process	1
GO:0006691	leukotriene metabolic process	1
GO:0006707	cholesterol catabolic process	1
GO:0006742	NADP catabolic process	1
GO:0006747	FAD biosynthetic process	1
GO:0006750	glutathione biosynthetic process	1
GO:0006754	ATP biosynthetic process	1
GO:0006772	thiamine metabolic process	1
GO:0006779	porphyrin-containing compound biosynthetic process	1
GO:0006780	uroporphyrinogen III biosynthetic process	1
GO:0006784	heme A biosynthetic process	1
GO:0006808	regulation of nitrogen utilization	1
GO:0006821	chloride transport	1
GO:0006843	mitochondrial citrate transmembrane transport	1
GO:0006857	oligopeptide transport	1
GO:0006862	nucleotide transport	1
GO:0006878	intracellular copper ion homeostasis	1
GO:0006882	intracellular zinc ion homeostasis	1
GO:0006884	cell volume homeostasis	1
GO:0006885	regulation of pH	1
GO:0006892	post-Golgi vesicle-mediated transport	1
GO:0006895	Golgi to endosome transport	1
GO:0006898	receptor-mediated endocytosis	1
GO:0006915	apoptotic process	1
GO:0007010	cytoskeleton organization	1
GO:0007035	vacuolar acidification	1
GO:0007039	protein catabolic process in the vacuole	1
GO:0007095	mitotic G2 DNA damage checkpoint signaling	1
GO:0007096	regulation of exit from mitosis	1
GO:0007224	smoothened signaling pathway	1
GO:0007338	single fertilization	1
GO:0007602	phototransduction	1
GO:0008272	obsolete sulfate transport	1
GO:0008284	positive regulation of cell population proliferation	1
GO:0008333	endosome to lysosome transport	1
GO:0008360	regulation of cell shape	1
GO:0008614	pyridoxine metabolic process	1
GO:0008615	pyridoxine biosynthetic process	1
GO:0009062	fatty acid catabolic process	1
GO:0009066	aspartate family amino acid metabolic process	1
GO:0009081	branched-chain amino acid metabolic process	1
GO:0009082	branched-chain amino acid biosynthetic process	1
GO:0009090	homoserine biosynthetic process	1
GO:0009094	L-phenylalanine biosynthetic process	1
GO:0009165	nucleotide biosynthetic process	1
GO:0009187	cyclic nucleotide metabolic process	1
GO:0009204	deoxyribonucleoside triphosphate catabolic process	1
GO:0009235	cobalamin metabolic process	1
GO:0009264	deoxyribonucleotide catabolic process	1
GO:0009267	cellular response to starvation	1
GO:0009272	fungal-type cell wall biogenesis	1
GO:0009311	oligosaccharide metabolic process	1
GO:0009395	phospholipid catabolic process	1
GO:0009396	folic acid-containing compound biosynthetic process	1
GO:0009436	glyoxylate catabolic process	1
GO:0009439	cyanate metabolic process	1
GO:0009443	pyridoxal 5'-phosphate salvage	1
GO:0009450	gamma-aminobutyric acid catabolic process	1
GO:0009451	RNA modification	1
GO:0009555	pollen development	1
GO:0009611	response to wounding	1
GO:0009635	response to herbicide	1
GO:0009640	photomorphogenesis	1
GO:0009644	response to high light intensity	1
GO:0009688	abscisic acid biosynthetic process	1
GO:0009691	cytokinin biosynthetic process	1
GO:0009694	jasmonic acid metabolic process	1
GO:0009696	salicylic acid metabolic process	1
GO:0009738	abscisic acid-activated signaling pathway	1
GO:0009749	response to glucose	1
GO:0009832	plant-type cell wall biogenesis	1
GO:0009850	auxin metabolic process	1
GO:0009908	flower development	1
GO:0009972	cytidine deamination	1
GO:0010024	phytochromobilin biosynthetic process	1
GO:0010038	response to metal ion	1
GO:0010073	meristem maintenance	1
GO:0010090	trichome morphogenesis	1
GO:0010124	phenylacetate catabolic process	1
GO:0010142	farnesyl diphosphate biosynthetic process, mevalonate pathway	1
GO:0010165	response to X-ray	1
GO:0010167	response to nitrate	1
GO:0010265	SCF complex assembly	1
GO:0010273	detoxification of copper ion	1
GO:0010343	singlet oxygen-mediated programmed cell death	1
GO:0010387	COP9 signalosome assembly	1
GO:0010467	gene expression	1
GO:0010499	proteasomal ubiquitin-independent protein catabolic process	1
GO:0010608	post-transcriptional regulation of gene expression	1
GO:0010774	meiotic strand invasion involved in reciprocal meiotic recombination	1
GO:0010792	DNA double-strand break processing involved in repair via single-strand annealing	1
GO:0010968	regulation of microtubule nucleation	1
GO:0015707	nitrite transport	1
GO:0015711	organic anion transport	1
GO:0015718	monocarboxylic acid transport	1
GO:0015791	polyol transmembrane transport	1
GO:0015846	polyamine transport	1
GO:0015910	long-chain fatty acid import into peroxisome	1
GO:0015914	phospholipid transport	1
GO:0015918	sterol transport	1
GO:0015919	peroxisomal membrane transport	1
GO:0015976	carbon utilization	1
GO:0015994	chlorophyll metabolic process	1
GO:0016050	vesicle organization	1
GO:0016055	Wnt signaling pathway	1
GO:0016094	polyprenol biosynthetic process	1
GO:0016095	polyprenol catabolic process	1
GO:0016104	triterpenoid biosynthetic process	1
GO:0016120	carotene biosynthetic process	1
GO:0016123	xanthophyll biosynthetic process	1
GO:0016233	telomere capping	1
GO:0016477	cell migration	1
GO:0016480	negative regulation of transcription by RNA polymerase III	1
GO:0016539	intein-mediated protein splicing	1
GO:0016556	mRNA modification	1
GO:0016926	protein desumoylation	1
GO:0017000	antibiotic biosynthetic process	1
GO:0017126	nucleologenesis	1
GO:0017157	regulation of exocytosis	1
GO:0019240	citrulline biosynthetic process	1
GO:0019284	L-methionine salvage from S-adenosylmethionine	1
GO:0019303	D-ribose catabolic process	1
GO:0019310	inositol catabolic process	1
GO:0019344	cysteine biosynthetic process	1
GO:0019408	dolichol biosynthetic process	1
GO:0019441	tryptophan catabolic process to kynurenine	1
GO:0019464	glycine decarboxylation via glycine cleavage system	1
GO:0019481	L-alanine catabolic process, by transamination	1
GO:0019483	beta-alanine biosynthetic process	1
GO:0019546	arginine deiminase pathway	1
GO:0019673	GDP-mannose metabolic process	1
GO:0019677	NAD catabolic process	1
GO:0019722	calcium-mediated signaling	1
GO:0019748	secondary metabolic process	1
GO:0019760	glucosinolate metabolic process	1
GO:0019805	quinolinate biosynthetic process	1
GO:0019878	lysine biosynthetic process via aminoadipic acid	1
GO:0019915	lipid storage	1
GO:0019933	cAMP-mediated signaling	1
GO:0019934	cGMP-mediated signaling	1
GO:0019953	sexual reproduction	1
GO:0019988	charged-tRNA amino acid modification	1
GO:0022417	protein maturation by protein folding	1
GO:0022618	protein-RNA complex assembly	1
GO:0030003	intracellular monoatomic cation homeostasis	1
GO:0030031	cell projection assembly	1
GO:0030042	actin filament depolymerization	1
GO:0030178	negative regulation of Wnt signaling pathway	1
GO:0030244	cellulose biosynthetic process	1
GO:0030258	lipid modification	1
GO:0030328	prenylcysteine catabolic process	1
GO:0030497	fatty acid elongation	1
GO:0030833	regulation of actin filament polymerization	1
GO:0030866	cortical actin cytoskeleton organization	1
GO:0030951	establishment or maintenance of microtubule cytoskeleton polarity	1
GO:0031032	actomyosin structure organization	1
GO:0031047	regulatory ncRNA-mediated gene silencing	1
GO:0031048	regulatory ncRNA-mediated heterochromatin formation	1
GO:0031087	deadenylation-independent decapping of nuclear-transcribed mRNA	1
GO:0031179	peptide modification	1
GO:0031204	post-translational protein targeting to membrane, translocation	1
GO:0031293	membrane protein intracellular domain proteolysis	1
GO:0031349	positive regulation of defense response	1
GO:0031408	oxylipin biosynthetic process	1
GO:0031445	regulation of heterochromatin formation	1
GO:0031468	nuclear membrane reassembly	1
GO:0031509	subtelomeric heterochromatin formation	1
GO:0031591	wybutosine biosynthetic process	1
GO:0032053	ciliary basal body organization	1
GO:0032194	ubiquinone biosynthetic process via 3,4-dihydroxy-5-polyprenylbenzoate	1
GO:0032204	regulation of telomere maintenance	1
GO:0032210	regulation of telomere maintenance via telomerase	1
GO:0032264	IMP salvage	1
GO:0032366	intracellular sterol transport	1
GO:0032418	lysosome localization	1
GO:0032434	regulation of proteasomal ubiquitin-dependent protein catabolic process	1
GO:0032435	negative regulation of proteasomal ubiquitin-dependent protein catabolic process	1
GO:0032467	positive regulation of cytokinesis	1
GO:0032544	plastid translation	1
GO:0032933	SREBP signaling pathway	1
GO:0032955	regulation of division septum assembly	1
GO:0032970	regulation of actin filament-based process	1
GO:0033036	macromolecule localization	1
GO:0033320	UDP-D-xylose biosynthetic process	1
GO:0033356	UDP-L-arabinose metabolic process	1
GO:0033388	putrescine biosynthetic process from arginine	1
GO:0033512	L-lysine catabolic process to acetyl-CoA via saccharopine	1
GO:0033528	S-methylmethionine cycle	1
GO:0034196	acylglycerol transport	1
GO:0034213	quinolinate catabolic process	1
GO:0034220	monoatomic ion transmembrane transport	1
GO:0034243	regulation of transcription elongation by RNA polymerase II	1
GO:0034354	'de novo' NAD biosynthetic process from tryptophan	1
GO:0034398	telomere tethering at nuclear periphery	1
GO:0034462	small-subunit processome assembly	1
GO:0034477	U6 snRNA 3'-end processing	1
GO:0034497	protein localization to phagophore assembly site	1
GO:0034501	protein localization to kinetochore	1
GO:0034587	piRNA processing	1
GO:0034628	'de novo' NAD biosynthetic process from aspartate	1
GO:0034728	nucleosome organization	1
GO:0035082	axoneme assembly	1
GO:0035196	miRNA processing	1
GO:0035266	meristem growth	1
GO:0035268	protein mannosylation	1
GO:0035303	regulation of dephosphorylation	1
GO:0035348	acetyl-CoA transmembrane transport	1
GO:0035372	protein localization to microtubule	1
GO:0035513	oxidative RNA demethylation	1
GO:0035725	sodium ion transmembrane transport	1
GO:0035825	homologous recombination	1
GO:0036228	protein localization to nuclear inner membrane	1
GO:0036258	multivesicular body assembly	1
GO:0036265	RNA (guanine-N7)-methylation	1
GO:0036503	ERAD pathway	1
GO:0040029	epigenetic regulation of gene expression	1
GO:0042138	meiotic DNA double-strand break formation	1
GO:0042148	DNA strand invasion	1
GO:0042167	heme catabolic process	1
GO:0042255	ribosome assembly	1
GO:0042350	GDP-L-fucose biosynthetic process	1
GO:0042351	'de novo' GDP-L-fucose biosynthetic process	1
GO:0042407	cristae formation	1
GO:0042594	response to starvation	1
GO:0042753	positive regulation of circadian rhythm	1
GO:0042760	very long-chain fatty acid catabolic process	1
GO:0042790	nucleolar large rRNA transcription by RNA polymerase I	1
GO:0042791	5S class rRNA transcription by RNA polymerase III	1
GO:0042989	sequestering of actin monomers	1
GO:0043048	dolichyl monophosphate biosynthetic process	1
GO:0043066	negative regulation of apoptotic process	1
GO:0043111	replication fork arrest	1
GO:0043162	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	1
GO:0043335	protein unfolding	1
GO:0043408	regulation of MAPK cascade	1
GO:0043420	anthranilate metabolic process	1
GO:0043448	alkane catabolic process	1
GO:0043652	engulfment of apoptotic cell	1
GO:0044042	glucan metabolic process	1
GO:0044070	regulation of monoatomic anion transport	1
GO:0044211	CTP salvage	1
GO:0045003	double-strand break repair via synthesis-dependent strand annealing	1
GO:0045004	DNA replication proofreading	1
GO:0045040	protein insertion into mitochondrial outer membrane	1
GO:0045041	protein import into mitochondrial intermembrane space	1
GO:0045056	transcytosis	1
GO:0045132	meiotic chromosome segregation	1
GO:0045333	cellular respiration	1
GO:0045338	farnesyl diphosphate metabolic process	1
GO:0045492	xylan biosynthetic process	1
GO:0045721	negative regulation of gluconeogenesis	1
GO:0045740	positive regulation of DNA replication	1
GO:0045746	negative regulation of Notch signaling pathway	1
GO:0045815	transcription initiation-coupled chromatin remodeling	1
GO:0045862	positive regulation of proteolysis	1
GO:0045900	negative regulation of translational elongation	1
GO:0045901	positive regulation of translational elongation	1
GO:0045945	positive regulation of transcription by RNA polymerase III	1
GO:0045948	positive regulation of translational initiation	1
GO:0046081	dUTP catabolic process	1
GO:0046167	glycerol-3-phosphate biosynthetic process	1
GO:0046354	mannan biosynthetic process	1
GO:0046364	monosaccharide biosynthetic process	1
GO:0046380	N-acetylneuraminate biosynthetic process	1
GO:0046394	carboxylic acid biosynthetic process	1
GO:0046416	D-amino acid metabolic process	1
GO:0046417	chorismate metabolic process	1
GO:0046464	acylglycerol catabolic process	1
GO:0046470	phosphatidylcholine metabolic process	1
GO:0046475	glycerophospholipid catabolic process	1
GO:0046496	nicotinamide nucleotide metabolic process	1
GO:0046514	ceramide catabolic process	1
GO:0046677	response to antibiotic	1
GO:0046813	receptor-mediated virion attachment to host cell	1
GO:0046938	phytochelatin biosynthetic process	1
GO:0046952	ketone body catabolic process	1
GO:0048015	phosphatidylinositol-mediated signaling	1
GO:0048205	COPI coating of Golgi vesicle	1
GO:0048208	COPII vesicle coating	1
GO:0048211	Golgi vesicle docking	1
GO:0048254	snoRNA localization	1
GO:0048255	mRNA stabilization	1
GO:0048268	clathrin coat assembly	1
GO:0048564	photosystem I assembly	1
GO:0048870	cell motility	1
GO:0050801	monoatomic ion homeostasis	1
GO:0050982	detection of mechanical stimulus	1
GO:0051013	microtubule severing	1
GO:0051017	actin filament bundle assembly	1
GO:0051026	chiasma assembly	1
GO:0051125	regulation of actin nucleation	1
GO:0051156	glucose 6-phosphate metabolic process	1
GO:0051177	meiotic sister chromatid cohesion	1
GO:0051276	chromosome organization	1
GO:0051306	mitotic sister chromatid separation	1
GO:0051307	meiotic chromosome separation	1
GO:0051383	kinetochore organization	1
GO:0051391	tRNA acetylation	1
GO:0051455	spindle attachment to meiosis I kinetochore	1
GO:0051493	regulation of cytoskeleton organization	1
GO:0051598	meiotic recombination checkpoint signaling	1
GO:0051601	exocyst localization	1
GO:0051604	protein maturation	1
GO:0051639	actin filament network formation	1
GO:0051645	Golgi localization	1
GO:0051707	response to other organism	1
GO:0051754	meiotic sister chromatid cohesion, centromeric	1
GO:0051865	protein autoubiquitination	1
GO:0051898	negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	1
GO:0052325	cell wall pectin biosynthetic process	1
GO:0052837	thiazole biosynthetic process	1
GO:0052865	1-deoxy-D-xylulose 5-phosphate biosynthetic process	1
GO:0055062	phosphate ion homeostasis	1
GO:0060147	regulation of post-transcriptional gene silencing	1
GO:0060213	positive regulation of nuclear-transcribed mRNA poly(A) tail shortening	1
GO:0060296	regulation of cilium beat frequency involved in ciliary motility	1
GO:0060962	regulation of ribosomal protein gene transcription by RNA polymerase II	1
GO:0061015	snRNA import into nucleus	1
GO:0061025	membrane fusion	1
